ID,MODE,CODINT,优先级,CI,flag_dur_low,flag_dur_high,flag_md,flag_long,flag_dkna,DUR,DUR_z,访问员标记率,标记率超均值倍数,MD_d2,LS_run,DKNA_count,P11A_标签,P11A_翻转,P11B_标签,P11B_翻转,P11C_标签,P11C_翻转,P11D_标签,P11D_翻转,P11E_标签,P11E_翻转,P22,P23,P25,P07Ctx,P10tx,P12Btx,P16Btx,P07Ctx_有效,P10tx_有效,P12Btx_有效,P16Btx_有效,开放题有效计数,维度A分,维度B分,维度C分,总分,决策,备注
6006,CATI,David,常规,1,1,0,0,0,0,8.0,-0.8451756789460192,0.3942857142857143,1.4379440154440155,3.073607949088509,3,2,Agree,2.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Woman,21.0,"COU, BUP, Higher Baccalaurate", ,0,1,3,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
6023,CATI,Alejandro,常规,1,0,0,1,0,0,8.7,-0.6136543608863847,0.3630952380952381,1.3241936132561132,14.235644213264742,3,1,Strongly agree,1.0,Strongly agree,5.0,Disagree,2.0,Strongly agree,5.0,Strongly agree,5.0,Man,24.0,"FP1, Intermediate Vocational Training","2, 3",TODAS EN GENERAL,1, ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,MD 唯一开放字段为泛词/编码（TODAS EN GENERAL）无实质自证 → 门槛剔除
6027,CATI,Rosa,常规,1,0,0,0,1,0,8.6,-0.6455633914987452,0.2105263157894736,0.7677809388335703,8.788607181417731,6,3,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Strongly disagree,1.0,Man,27.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 3",IGUALDAD DE OPORTUNIDADES, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
6098,CATI,Daniel,常规,1,1,0,0,0,0,7.0,-1.2137357300519398,0.293859649122807,1.0716942271218588,5.086183615155139,3,0,Strongly agree,1.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,45.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,IGUALDAD, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DUR低 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
6162,CATI,Alejandro,常规,1,1,0,0,0,0,6.8,-1.2937442423684553,0.3630952380952381,1.3241936132561132,2.989836509956907,2,3,Agree,2.0,Strongly agree,5.0,Strongly agree,5.0,Neither agree nor disagree,3.0,Neither agree nor disagree,3.0,Woman,53.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","1, 2, 3",TODAS EN GENERAL,2, ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DUR低 唯一开放字段为泛词/编码（TODAS EN GENERAL）无实质自证 → 门槛剔除
6163,CATI,María,常规,1,0,0,0,0,1,13.7,0.6396321789183044,0.2685714285714285,0.979469111969112,,0,4,DK,,Disagree,2.0,Agree,4.0,,,,,Woman,76.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
6222,CATI,Raúl,常规,1,0,0,0,1,0,15.5,0.98035054096823,0.3050847457627119,1.1126316994961063,,9,2,DK,,DK,,Agree,4.0,Disagree,2.0,Disagree,2.0,Woman,75.0,"COU, BUP, Higher Baccalaurate","1, 6",0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
6231,CATI,María,常规,1,1,0,0,0,0,7.4,-1.0603573612727293,0.2685714285714285,0.979469111969112,3.290817454810447,3,0,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Woman,45.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,APEPL DE LA MUEJR ENEL MUNDO LABORAL, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR低 单字段具体议题自证+作答模式合理 → 保留
6280,CATI,Juana,常规,1,0,0,0,0,1,15.1,0.9081869427159198,0.1666666666666666,0.6078265765765766,,3,8,Strongly agree,1.0,Disagree,2.0,Disagree,2.0,Neither agree nor disagree,3.0,DK,,Woman,62.0,Primary school (or has attended school for 5 years or more), ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
6284,CATI,Eva,常规,1,0,0,0,0,1,15.9,1.05067537467283,0.25,0.9117398648648648,1.1184076202728268,4,4,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,56.0,Primary school (or has attended school for 5 years or more), ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
6320,CATI,Rosa,常规,1,1,0,0,0,0,8.1,-0.8108882764442957,0.2105263157894736,0.7677809388335703,2.0998777685195043,3,0,Agree,2.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,55.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
6419,CATI,Raúl,常规,1,0,0,1,0,0,9.9,-0.2570170082627587,0.3050847457627119,1.1126316994961063,16.204095466336778,2,1,Strongly disagree,5.0,Disagree,2.0,Disagree,2.0,Agree,4.0,Strongly disagree,1.0,Man,69.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",2,TODAS EN GENERAL, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,MD 唯一开放字段为泛词/编码（TODAS EN GENERAL）无实质自证 → 门槛剔除
6434,CATI,Daniel,常规,1,0,0,0,1,0,12.5,0.3866215345763152,0.293859649122807,1.0716942271218588,4.443694782048783,6,2,Strongly agree,1.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Woman,43.0,"COU, BUP, Higher Baccalaurate","1, 6","PENSIONES, TRANSFOBIA, LGTBI",1,DESIGUALDAD LGTBI,0,1,0,1,2,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
6451,CATI,Alejandro,常规,1,0,0,0,0,1,10.5,-0.0946113202120852,0.3630952380952381,1.3241936132561132,8.765315668620463,3,4,Neither agree nor disagree,3.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Disagree,2.0,Man,29.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","5, 6",88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
6628,CATI,David,常规,1,1,0,0,0,0,8.0,-0.8451756789460192,0.3942857142857143,1.4379440154440155,8.208446665077373,4,0,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Strongly disagree,1.0,Man,31.0,"FP2, Higher Vocational Training, Conservatoire 10 years",6,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
6652,CATI,Eva,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.25,0.9117398648648648,7.2994572409967935,3,1,Disagree,4.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Strongly disagree,1.0,Man,26.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
6682,CATI,Luna,常规,1,0,0,0,1,0,14.5,0.7962756510831925,0.2325581395348837,0.8481301068510371,1.3137918149468455,7,1,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,71.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",1,IGUALDAD EN TODOS LOS ASPECTOS EN TRABAJO Y TODO LO DEMAS,88, ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
6791,CATI,Rosa,常规,1,1,0,0,0,0,7.2,-1.1359812810757408,0.2105263157894736,0.7677809388335703,2.311434257663936,3,2,Neither agree nor disagree,3.0,Agree,4.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Woman,43.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,88, , ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
6805,CATI,Luna,常规,1,0,0,0,1,0,19.2,1.571205939180934,0.2325581395348837,0.8481301068510371,1.3137918149468455,8,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,51.0,"FP2, Higher Vocational Training, Conservatoire 10 years", ,IGUALDAD EN TODO,1, ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（IGUALDAD EN TODO）无实质自证 → 门槛剔除
6832,CATI,Daniel,常规,1,1,0,0,0,0,7.1,-1.1745847132400753,0.293859649122807,1.0716942271218588,3.290817454810447,3,1,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,76.0,"COU, BUP, Higher Baccalaurate", ,0, , ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
6913,CATI,Alejandro,常规,1,0,0,0,0,1,9.3,-0.429579471001346,0.3630952380952381,1.3241936132561132,2.181983340142372,5,4,Agree,2.0,Neither agree nor disagree,3.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,19.0,"COU, BUP, Higher Baccalaurate",3,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
6945,CATI,Victoria,常规,1,0,1,0,0,0,31.7,2.955137952906892,0.2201834862385321,0.8030002479543764,2.062839425519912,4,2,Agree,2.0,Agree,4.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Man,47.0,Primary school (or has attended school for 5 years or more), ,CONTRA VIOLENCIA HACIA LA MUJER,88, ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR高 单字段具体议题自证+作答模式合理 → 保留
6946,CATI,Eva,常规,1,0,1,0,0,0,46.9,4.036272027367806,0.25,0.9117398648648648,4.047422517806941,3,0,Strongly disagree,5.0,Agree,4.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Man,62.0,"COU, BUP, Higher Baccalaurate",5,IGUALDAD SALARIAL Y PUESTOS DE TRABAJO,1,7,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR高 单字段具体议题自证+作答模式合理 → 保留
6967,CATI,Victoria,常规,1,0,0,0,1,0,12.2,0.3195712639337898,0.2201834862385321,0.8030002479543764,4.39313910516078,7,0,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,20.0,"COU, BUP, Higher Baccalaurate","COLEGIOS, , , 1, 2, 6",LE PARECEN TODAS IMPORTANTES,1,CONTRA DE LOS COLEGIOS PRIVADOS,1,1,0,1,3,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
7020,CAWI,Autoadministrado CAWI,常规,1,0,0,0,1,0,11.0,0.188665295574093,0.2491467576791808,0.9086281247117424,4.39313910516078,7,0,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,47.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","REDES SOCIALES , CARTELERIA, RADIO","IGUALDAD, FEMINISMO","MANIFESTACION, CARRERA FEMINISTA","CONCENTRACIONES CONTRA ASESINATO MUJERES, CONCENTRACIONES CONTRA SENTENCIAS JUDICIALES",1,1,1,1,4,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
7022,CATI,Alejandro,常规,1,0,0,0,0,1,11.0,0.0337885938669634,0.3630952380952381,1.3241936132561132,7.158961867586321,4,5,Strongly agree,1.0,Strongly agree,5.0,Strongly agree,5.0,Disagree,2.0,Disagree,2.0,Woman,62.0,"COU, BUP, Higher Baccalaurate","1, 6","IGUALDAD SALARIAL, VIOLENCIA DE GENERO", ,10,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DKNA 单字段具体议题自证+作答模式合理 → 保留
7061,CATI,María,常规,1,1,0,0,0,0,7.5,-1.023308477393262,0.2685714285714285,0.979469111969112,3.7427191972620255,5,3,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,21.0,"FP1, Intermediate Vocational Training", ,88, , ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
7066,CATI,María,常规,1,1,0,0,0,0,8.0,-0.8451756789460192,0.2685714285714285,0.979469111969112,4.889556479069601,2,0,Strongly agree,1.0,Agree,4.0,Agree,4.0,Disagree,2.0,Strongly disagree,1.0,Man,39.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,0, ,10,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
7134,CATI,David,常规,1,0,0,0,0,1,9.8,-0.2850385728707622,0.3942857142857143,1.4379440154440155,3.4328009438543354,4,4,Strongly disagree,5.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,28.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",6,88,"8, 9, 10", ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
7165,CATI,Alejandro,常规,1,1,0,0,0,0,7.0,-1.2137357300519398,0.3630952380952381,1.3241936132561132,7.886033641675763,3,3,Disagree,4.0,Agree,4.0,Disagree,2.0,Agree,4.0,Disagree,2.0,Man,22.0,"COU, BUP, Higher Baccalaurate", ,88, , ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
7226,CATI,María,常规,1,0,0,0,1,0,9.3,-0.429579471001346,0.2685714285714285,0.979469111969112,1.3137918149468455,7,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,45.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","EMAIL, , , 1, 5",LA IGUALDA EN LE TRABAJO,COMENTAR CON MI ENTONO, ,1,1,1,0,3,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
7233,CATI,Rosa,常规,1,1,0,0,0,0,8.1,-0.8108882764442957,0.2105263157894736,0.7677809388335703,5.212155498818432,5,0,Disagree,4.0,Agree,4.0,Strongly agree,5.0,Agree,4.0,Disagree,2.0,Man,27.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 2",88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
7300,CATI,Victoria,常规,1,0,0,1,0,0,10.1,-0.2018131599490489,0.2201834862385321,0.8030002479543764,17.58900095921966,5,0,Strongly agree,1.0,Agree,4.0,Strongly disagree,1.0,Agree,4.0,Strongly disagree,1.0,Man,42.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",6,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,MD 信号命中+开放题全空无自证 → 自证门槛剔除
7309,CATI,Daniel,常规,1,0,0,0,1,0,10.7,-0.0425324090075192,0.293859649122807,1.0716942271218588,4.39313910516078,6,1,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,48.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",2,99,"1, 2, 9",2,0,0,0,0,0,2.0,2.0,0.0,4.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
7324,CATI,María,常规,1,0,0,1,0,0,9.0,-0.5200826743145736,0.2685714285714285,0.979469111969112,16.12329982134835,4,3,Agree,2.0,Strongly disagree,1.0,Strongly agree,5.0,Agree,4.0,Strongly agree,5.0,Woman,62.0,Primary school (or has attended school for 5 years or more), ,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,MD 信号命中+开放题全空无自证 → 自证门槛剔除
7468,CATI,Tomas,常规,1,0,1,0,0,0,30.5,2.848625685743221,0.3103448275862069,1.1318150046598323,2.2775538540346503,4,0,Agree,2.0,Agree,4.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Man,44.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",9,"IGUALDAD EN EL SALARIO, IGUALDAD EN GENERAL", ,10,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR高 单字段具体议题自证+作答模式合理 → 保留
7527,CATI,Raúl,常规,1,0,0,1,0,0,10.5,-0.0946113202120852,0.3050847457627119,1.1126316994961063,13.90155460447863,4,0,Strongly disagree,5.0,Strongly agree,5.0,Disagree,2.0,Strongly agree,5.0,Strongly agree,5.0,Woman,34.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","SINDICATOS, , , 3","IGUALDAD DE TRATO, SALARIO, JUSTICIA","1, 2","2, 3, 5",1,1,0,0,2,0.0,0.0,0.0,0.0,保留,MD 开放题自证充分（≥2字段）→ 保留
7579,CATI,María,常规,1,0,1,0,0,0,30.7,2.8666656219034774,0.2685714285714285,0.979469111969112,,5,1,,,Strongly agree,5.0,Strongly agree,5.0,Neither agree nor disagree,3.0,Neither agree nor disagree,3.0,Man,40.0,"FP2, Higher Vocational Training, Conservatoire 10 years",6,EL MALTRATO A LA MUJER, ,10,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR高 单字段具体议题自证+作答模式合理 → 保留
7622,CATI,Alejandro,常规,1,0,0,0,0,1,9.2,-0.4594186849386675,0.3630952380952381,1.3241936132561132,,5,4,DK,,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,19.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",2,0,88, ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
7639,CATI,María,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.2685714285714285,0.979469111969112,5.212155498818432,2,1,Disagree,4.0,Agree,4.0,Strongly agree,5.0,Agree,4.0,Disagree,2.0,Woman,21.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",1,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
7664,CATI,Eva,常规,1,0,0,0,0,1,11.7,0.2040690387766568,0.25,0.9117398648648648,,5,9,Disagree,4.0,Agree,4.0,DK,,Agree,4.0,DK,,Woman,65.0,No schooling (or less than 5 years of schooling),3,88,1, ,0,0,0,0,0,2.0,1.0,0.0,3.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
7763,CATI,Raúl,常规,1,0,0,0,1,0,18.5,1.468697060536701,0.3050847457627119,1.1126316994961063,1.3137918149468455,7,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,43.0,"COU, BUP, Higher Baccalaurate","1, 2",IGUALDAD,2, ,0,1,0,0,1,2.0,2.0,0.0,4.0,剔除,LS 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
7796,CATI,Luna,常规,1,0,0,0,1,0,12.8,0.4520815293410788,0.2325581395348837,0.8481301068510371,4.389775068253756,6,0,Agree,2.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Man,33.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",6,LABORAL, , ,0,1,0,0,1,1.0,2.0,0.0,3.0,剔除,LS 全同连击+自证不足（B=2）→ LS 从严细则剔除
7818,CATI,David,常规,1,1,0,0,0,0,7.2,-1.1359812810757408,0.3942857142857143,1.4379440154440155,3.290817454810447,3,1,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,34.0,"COU, BUP, Higher Baccalaurate", ,IGUALDAD, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DUR低 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
7822,CATI,María,常规,1,1,0,0,0,0,8.1,-0.8108882764442957,0.2685714285714285,0.979469111969112,6.994384924164882,3,0,Agree,2.0,Agree,4.0,Disagree,2.0,Agree,4.0,Disagree,2.0,Man,78.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",1,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
7897,CATI,Luna,常规,1,0,0,0,1,0,14.7,0.8340858369690917,0.2325581395348837,0.8481301068510371,1.3137918149468455,7,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,19.0,"FP1, Intermediate Vocational Training","1, 3",88, , ,0,0,0,0,0,2.0,2.0,0.0,4.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
7935,CATI,Eva,常规,1,0,0,0,1,0,11.9,0.2508515215738882,0.25,0.9117398648648648,7.562791838341565,7,0,Agree,2.0,Disagree,2.0,Disagree,2.0,Agree,4.0,Agree,4.0,Man,65.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",3,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
7954,CATI,Daniel,常规,1,1,0,0,0,0,8.1,-0.8108882764442957,0.293859649122807,1.0716942271218588,7.968886993359344,3,0,Agree,2.0,Strongly agree,5.0,Agree,4.0,Strongly disagree,1.0,Strongly disagree,1.0,Man,39.0,"FP2, Higher Vocational Training, Conservatoire 10 years","1, 3","IGUALDAD, DERECHOS DE LA MUJER", , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR低 单字段具体议题自证+作答模式合理 → 保留
7959,CATI,Daniel,常规,1,0,0,0,0,1,14.1,0.7190650106806803,0.293859649122807,1.0716942271218588,,3,4,,,Agree,4.0,Agree,4.0,DK,,Agree,4.0,Man,73.0,No schooling (or less than 5 years of schooling),1,"IGUALDAD, QUE DEJEN DE SER ESCLAVAS",SER FELIZ CON MI MUJER ESE DIA, ,0,1,1,0,2,0.0,1.0,0.0,1.0,保留,DKNA 开放题自证充分（≥2字段）→ 保留
8085,CATI,David,常规,1,1,0,0,0,0,8.4,-0.7105099269732518,0.3942857142857143,1.4379440154440155,4.389775068253756,5,1,Agree,2.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Man,37.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",3,0, ,10,0,0,0,0,0,2.0,2.0,0.0,4.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
8113,CATI,Alejandro,常规,1,0,0,0,0,1,10.6,-0.0684490351670249,0.3630952380952381,1.3241936132561132,3.75059444897215,4,6,Agree,2.0,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,81.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",1,TODAS EN GENERAL, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DKNA 唯一开放字段为泛词/编码（TODAS EN GENERAL）无实质自证 → 门槛剔除
8125,CATI,Juana,常规,1,0,0,0,1,0,13.1,0.5160249390888186,0.1666666666666666,0.6078265765765766,3.7427191972620255,6,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Woman,68.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",1,IGUALDAD ENTRE GENEROS, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
8143,CATI,Victoria,常规,1,0,1,0,0,0,28.4,2.651726916856453,0.2201834862385321,0.8030002479543764,7.886033641675763,4,1,Disagree,4.0,Agree,4.0,Disagree,2.0,Agree,4.0,Disagree,2.0,Man,39.0,"FP2, Higher Vocational Training, Conservatoire 10 years","2, 4, 5, 6","EQUIPARACION SALARIAL. MISMO TRABAJO, MISMO SALARIO, TRABAJO EN EL HOGAR IMPORTANTE QUE DEBERIA ESTAR VALORADO, SINO REPARTIDO.",MANIFESTACION SANTANDER A LAS 19:00,10,0,1,1,0,2,0.0,0.0,0.0,0.0,保留,DUR高 开放题自证充分（≥2字段）→ 保留
8203,CATI,David,常规,1,1,0,0,0,0,8.4,-0.7105099269732518,0.3942857142857143,1.4379440154440155,4.090752560032606,4,0,Agree,2.0,Strongly agree,5.0,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Woman,44.0,"FP2, Higher Vocational Training, Conservatoire 10 years",1,DERECHOS DE LA MUJER,1, ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR低 单字段具体议题自证+作答模式合理 → 保留
8231,CATI,David,常规,1,0,0,0,1,0,8.6,-0.6455633914987452,0.3942857142857143,1.4379440154440155,3.7427191972620255,9,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,51.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 3, 6",0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
8237,CATI,Alejandro,常规,1,0,0,0,0,1,10.4,-0.1210239658547875,0.3630952380952381,1.3241936132561132,,4,10,Agree,2.0,DK,,DK,,DK,,Strongly disagree,1.0,Woman,37.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",9,99, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
8331,CATI,David,常规,1,0,0,0,1,0,12.0,0.2739487308938359,0.3942857142857143,1.4379440154440155,4.39313910516078,9,0,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Man,51.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","3, 5, 6",VIOLENCIA MACHISTA,1, ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
8493,CATI,Raúl,常规,1,1,0,0,0,0,8.3,-0.7435654167534216,0.3050847457627119,1.1126316994961063,7.346699061834667,3,0,Strongly agree,1.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Disagree,2.0,Man,29.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
8522,CATI,Eva,常规,1,0,0,0,1,0,13.1,0.5160249390888186,0.25,0.9117398648648648,1.3137918149468455,8,1,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,58.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","1, 6",TODAS,1, ,0,1,0,0,1,2.0,2.0,0.0,4.0,剔除,LS 唯一开放字段为泛词/编码（TODAS）无实质自证 → 门槛剔除
8689,CATI,María,常规,1,1,0,0,0,0,7.1,-1.1745847132400753,0.2685714285714285,0.979469111969112,3.75059444897215,3,1,Agree,2.0,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Man,33.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,88, , ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
