ID,MODE,CODINT,优先级,CI,flag_dur_low,flag_dur_high,flag_md,flag_long,flag_dkna,DUR,DUR_z,访问员标记率,标记率超均值倍数,MD_d2,LS_run,DKNA_count,P11A_标签,P11A_翻转,P11B_标签,P11B_翻转,P11C_标签,P11C_翻转,P11D_标签,P11D_翻转,P11E_标签,P11E_翻转,P22,P23,P25,P07Ctx,P10tx,P12Btx,P16Btx,P07Ctx_有效,P10tx_有效,P12Btx_有效,P16Btx_有效,开放题有效计数,维度A分,维度B分,维度C分,总分,决策,备注
19237,CATI,María,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.2685714285714285,0.979469111969112,6.797109497637129,3,1,Strongly disagree,5.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,18.0,"COU, BUP, Higher Baccalaurate","2, 6",88,1, ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
19240,CATI,María,常规,1,0,0,1,0,0,10.8,-0.0168568712358862,0.2685714285714285,0.979469111969112,12.354116684704609,5,0,Strongly agree,1.0,Strongly disagree,1.0,Agree,4.0,Strongly disagree,1.0,Strongly disagree,1.0,Man,45.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","1, 5",88, ,10,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,MD 信号命中+开放题全空无自证 → 自证门槛剔除
19262,CATI,Eva,常规,1,0,0,0,1,0,10.5,-0.0946113202120852,0.25,0.9117398648648648,4.39313910516078,7,0,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,31.0,"COU, BUP, Higher Baccalaurate","1, 2",IGUALDAD,1, ,0,1,0,0,1,2.0,2.0,0.0,4.0,剔除,LS 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
19305,CATI,Alejandro,常规,1,0,0,0,1,0,8.7,-0.6136543608863847,0.3630952380952381,1.3241936132561132,10.545105611774606,7,1,Strongly agree,1.0,Strongly disagree,1.0,Strongly disagree,1.0,Strongly disagree,1.0,Strongly disagree,1.0,Man,66.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","3, 7",0, , ,0,0,0,0,0,2.0,2.0,0.0,4.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
19421,CATI,Luna,常规,1,0,0,1,0,0,11.7,0.2040690387766568,0.2325581395348837,0.8481301068510371,11.875452779050995,3,0,Disagree,4.0,Strongly agree,5.0,Strongly agree,5.0,Strongly disagree,1.0,Strongly disagree,1.0,Woman,42.0,"COU, BUP, Higher Baccalaurate","1, 2","LA IGUALDAD SALARIAL, IGUALDAD H Y MUJER", , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,MD 单字段具体议题自证+作答模式合理 → 保留
19447,CAWI,Autoadministrado CAWI,常规,1,1,0,0,0,0,6.2,-0.7979274794095809,0.2491467576791808,0.9086281247117424,4.047315241019144,4,0,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Man,50.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","INTERNET, TELEVISION",IGUALDAD ENTRE HOMBRES Y MUJERES,ASISTIR A LA MANIFESTACION, ,1,1,1,0,3,0.0,0.0,0.0,0.0,保留,DUR低 开放题自证充分（≥2字段）→ 保留
19463,CATI,Luna,常规,1,0,0,0,1,0,15.0,0.8898473376550025,0.2325581395348837,0.8481301068510371,1.3137918149468455,6,1,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,67.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","1, 6",88,1,7,0,0,0,0,0,2.0,2.0,0.0,4.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
19601,CATI,Eva,常规,1,0,0,0,0,1,8.6,-0.6455633914987452,0.25,0.9117398648648648,1.1184076202728268,4,5,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,45.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",1,IGUALDFA LABORAL,1, ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DKNA 单字段具体议题自证+作答模式合理 → 保留
19612,CAWI,Autoadministrado CAWI,常规,1,0,0,1,0,0,8.5,-0.2549975972683186,0.2491467576791808,0.9086281247117424,14.703358477428672,3,0,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly disagree,1.0,Strongly disagree,1.0,Man,34.0,"FP1, Intermediate Vocational Training", ,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,MD 信号命中+开放题全空无自证 → 自证门槛剔除
19615,CATI,Luna,常规,1,0,0,0,0,1,20.9,1.8053697662091124,0.2325581395348837,0.8481301068510371,,3,6,Neither agree nor disagree,3.0,Agree,4.0,Agree,4.0,DK,,Agree,4.0,Man,63.0,Primary school (or has attended school for 5 years or more),1,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
19722,CATI,María,常规,1,1,0,0,0,0,7.6,-0.9867503216521336,0.2685714285714285,0.979469111969112,3.290817454810447,5,2,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,40.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",2,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
19782,CATI,Rosa,常规,1,0,0,0,1,0,8.6,-0.6455633914987452,0.2105263157894736,0.7677809388335703,1.3137918149468455,7,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,20.0,"COU, BUP, Higher Baccalaurate","1, 6",INTEGRACION FAMILIAR?,1, ,0,1,0,0,1,2.0,2.0,0.0,4.0,剔除,LS 唯一开放字段为泛词/编码（INTEGRACION FAMILIAR）无实质自证 → 门槛剔除
19832,CATI,Eva,常规,1,1,0,0,0,0,7.6,-0.9867503216521336,0.25,0.9117398648648648,10.059666522986909,3,1,Disagree,4.0,Disagree,2.0,Agree,4.0,Strongly disagree,1.0,Strongly disagree,1.0,Man,24.0,Primary school (or has attended school for 5 years or more),1,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
19852,CATI,Luna,常规,1,0,0,0,0,1,18.5,1.468697060536701,0.2325581395348837,0.8481301068510371,2.103046639216248,4,4,Disagree,4.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,50.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","2, 3",TODAS SON IMPORTANTES,1, ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DKNA 唯一开放字段为泛词/编码（TODAS SON IMPORTANTE）无实质自证 → 门槛剔除
19863,CATI,Tomas,常规,1,0,0,0,0,1,13.6,0.6194115726798094,0.3103448275862069,1.1318150046598323,5.212155498818432,4,5,Disagree,4.0,Agree,4.0,Strongly agree,5.0,Agree,4.0,Disagree,2.0,Man,39.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","5, 6",IGUALDAD EN GENERAL, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DKNA 唯一开放字段为泛词/编码（IGUALDAD EN GENERAL）无实质自证 → 门槛剔除
19888,CATI,María,常规,1,0,0,0,1,0,18.0,1.3930731407336898,0.2685714285714285,0.979469111969112,3.9307524167873713,6,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Strongly agree,5.0,Man,40.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","POR LA CADENA SER, , , 5","LA IGUALDAD SALARIAL, EL TECHO DE CRISTAL QUE LAS MUJERES PUEDAN TAMBIEN SER JEFAS Y GERENTES",1,10,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
19957,CATI,Victoria,常规,1,0,0,0,1,0,13.1,0.5160249390888186,0.2201834862385321,0.8030002479543764,4.39313910516078,8,1,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Man,32.0,"FP2, Higher Vocational Training, Conservatoire 10 years","2, 3","ENDURECIMIENTO PENAS VIOLENCIA MACHISTA, EQUIPARACION SALARIAL",1,"MOVILIZACIONES A FAVOR DE LA INDEPENDENCIA DE CATALUÑA Y ALGUNAS PROTESTAS DE BARRIO (INFRAESTRUCTURAS, SMI...)",0,1,0,1,2,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
20153,CATI,Victoria,常规,1,0,0,0,0,1,17.0,1.235310179440976,0.2201834862385321,0.8030002479543764,,3,4,DK,,Strongly agree,5.0,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Woman,84.0,No schooling (or less than 5 years of schooling),"1, 3",88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
20279,CATI,Tomas,常规,1,0,0,0,1,0,16.9,1.2190263539976094,0.3103448275862069,1.1318150046598323,1.3137918149468455,7,1,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,51.0,"FP1, Intermediate Vocational Training",2,IGUALDAD EN GENERAL,"1, 7",4,0,1,0,0,1,2.0,2.0,0.0,4.0,剔除,LS 唯一开放字段为泛词/编码（IGUALDAD EN GENERAL）无实质自证 → 门槛剔除
20302,CATI,Raúl,常规,1,0,0,0,0,1,14.7,0.8340858369690917,0.3050847457627119,1.1126316994961063,6.6896453390136505,3,4,Disagree,4.0,Disagree,2.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Woman,45.0,"FP1, Intermediate Vocational Training","1, 2, 5, 6",88, ,7,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
20354,CATI,María,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.2685714285714285,0.979469111969112,2.31402544206185,4,1,Agree,2.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Woman,31.0,"FP2, Higher Vocational Training, Conservatoire 10 years","1, 6",LA IGUALDAD,1, ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DUR低 唯一开放字段为泛词/编码（LA IGUALDAD）无实质自证 → 门槛剔除
20427,CATI,Luna,常规,1,0,0,0,1,0,14.6,0.815245488001356,0.2325581395348837,0.8481301068510371,1.3137918149468455,6,2,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,84.0,No schooling (or less than 5 years of schooling),1,88, , ,0,0,0,0,0,2.0,2.0,0.0,4.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
20483,CATI,Tomas,常规,1,0,1,0,0,0,57.3,4.589073074362295,0.3103448275862069,1.1318150046598323,1.1184076202728268,4,2,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,50.0,"COU, BUP, Higher Baccalaurate","1, 5, 6",IGUALDAD EN EL SALARIO, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR高 单字段具体议题自证+作答模式合理 → 保留
20520,CATI,Rosa,常规,1,0,0,0,1,0,10.0,-0.2292770721848513,0.2105263157894736,0.7677809388335703,10.709941940237409,6,1,Strongly disagree,5.0,Strongly agree,5.0,Agree,4.0,Strongly agree,5.0,Disagree,2.0,Man,62.0,"FP2, Higher Vocational Training, Conservatoire 10 years","1, 5, 6",IGUALDAD SALARIAL, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
20709,CATI,David,常规,1,0,0,0,1,0,10.0,-0.2292770721848513,0.3942857142857143,1.4379440154440155,3.7427191972620255,7,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Woman,72.0,"COU, BUP, Higher Baccalaurate","1, 5",IGUALDAD, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
20814,CATI,Luna,常规,1,0,0,0,0,1,9.6,-0.3419498758673306,0.2325581395348837,0.8481301068510371,1.3137918149468455,5,4,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,75.0,Primary school (or has attended school for 5 years or more), ,88, , ,0,0,0,0,0,2.0,2.0,0.0,4.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
20872,CATI,Alejandro,常规,1,1,0,0,0,0,8.4,-0.7105099269732518,0.3630952380952381,1.3241936132561132,1.4343948882889388,3,0,Agree,2.0,Agree,4.0,Neither agree nor disagree,3.0,Neither agree nor disagree,3.0,Neither agree nor disagree,3.0,Woman,62.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",1,VIOLENCIA DE GENERO, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR低 单字段具体议题自证+作答模式合理 → 保留
20923,CAWI,Autoadministrado CAWI,常规,1,1,0,0,0,0,2.7,-2.2283938185621577,0.2491467576791808,0.9086281247117424,11.045394636734128,4,0,Agree,2.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Agree,4.0,Man,18.0,,88,0, , ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
20945,CAWI,Autoadministrado CAWI,常规,1,0,0,0,1,0,16.4,0.8759142106465239,0.2491467576791808,0.9086281247117424,2.785154707081306,6,0,Disagree,4.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Man,18.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","TELEVISION , RADIO, INTERNET","ACABAR CON LA VIOLENCIA MACHISTA , IGUALDAD SALARIAL","MANIFESTACION , ACTO INSTITUCIONAL",A FAVOR DE LOS DERECHOS QUE VOX QUIERE ELIMINAR,1,1,1,1,4,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
21000,CATI,Victoria,常规,1,0,1,0,0,0,34.4,3.180748238597784,0.2201834862385321,0.8030002479543764,,3,3,Disagree,4.0,Strongly agree,5.0,,,Strongly agree,5.0,Agree,4.0,Woman,62.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","1, 2",88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR高 信号命中+开放题全空无自证 → 自证门槛剔除
21069,CATI,Tomas,常规,1,0,1,0,0,0,28.6,2.671096122006458,0.3103448275862069,1.1318150046598323,3.856699277094196,3,1,Agree,2.0,Neither agree nor disagree,3.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Man,71.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","2, 6, 7",MALTRATO, ,"8, 10",0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR高 单字段具体议题自证+作答模式合理 → 保留
21136,CATI,Victoria,常规,1,0,0,0,1,0,14.4,0.7771745339725232,0.2201834862385321,0.8030002479543764,3.611819974063317,6,0,Agree,2.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,61.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 2, 3, 5","TRATO DE LA MUJER IGUAL QUE AL HOMBRE, RESPETO A LA MUJER, AYUDAR E IMPLICARSE A LLEVAR LAS TAREAS DE MUJERES","OBLIGO A SUS NIETOS A IR A LA MANIFESTACION, , , 1",MOVILIZACIONES A FAVOR DEL ABORTO Y EN CARRERAS A FAVOR DE LAS MUJERES,0,1,1,1,3,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
21171,CAWI,Autoadministrado CAWI,常规,1,0,0,0,1,0,7.5,-0.4703737517705534,0.2491467576791808,0.9086281247117424,5.183585850790626,6,0,Disagree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Strongly disagree,1.0,Woman,45.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","RADIO, TV, PRENSA",99, , ,1,0,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（99）无实质自证 → 门槛剔除
21244,CATI,Eva,常规,1,0,0,0,1,0,8.5,-0.6778456356072886,0.25,0.9117398648648648,1.3137918149468455,8,1,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,43.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",1,0,1, ,0,0,0,0,0,2.0,2.0,0.0,4.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
21267,CATI,Luna,常规,1,0,0,0,1,0,13.0,0.494874640906379,0.2325581395348837,0.8481301068510371,1.3137918149468455,8,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,31.0,"FP2, Higher Vocational Training, Conservatoire 10 years","1, 2",TODAS SON IMPORTANTES, , ,0,1,0,0,1,2.0,2.0,0.0,4.0,剔除,LS 唯一开放字段为泛词/编码（TODAS SON IMPORTANTE）无实质自证 → 门槛剔除
21281,CATI,Rosa,常规,1,0,0,0,1,0,8.5,-0.6778456356072886,0.2105263157894736,0.7677809388335703,3.6928593490068753,6,0,Disagree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Man,51.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 5",IGUALDAD SALARIAL,1,10,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
21357,CATI,Luna,常规,1,0,0,0,1,0,15.2,0.9264054933961308,0.2325581395348837,0.8481301068510371,1.3137918149468455,6,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,74.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 2, 6",IGUAL EN GENERAL,1,"7, 10",0,1,0,0,1,2.0,2.0,0.0,4.0,剔除,LS 唯一开放字段为泛词/编码（IGUAL EN GENERAL）无实质自证 → 门槛剔除
21442,CATI,Raúl,常规,1,1,0,0,0,0,7.5,-1.023308477393262,0.3050847457627119,1.1126316994961063,2.2775538540346503,3,0,Agree,2.0,Agree,4.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Man,45.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 5",88, , ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
21581,CATI,Rosa,常规,1,0,0,0,1,0,12.1,0.2968542599187783,0.2105263157894736,0.7677809388335703,2.097320825228942,6,0,Disagree,4.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Woman,49.0,"COU, BUP, Higher Baccalaurate",1,IGUALDAD DE DERECHOS EN EL DIA A DIA,1,9,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
21681,CATI,Raúl,常规,1,0,0,1,0,0,13.5,0.5990417355252803,0.3050847457627119,1.1126316994961063,12.869368170465595,4,0,Agree,2.0,Disagree,2.0,Agree,4.0,Strongly agree,5.0,Disagree,2.0,Man,77.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 6",0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,MD 信号命中+开放题全空无自证 → 自证门槛剔除
21811,CAWI,Autoadministrado CAWI,常规,1,1,0,0,0,0,5.5,-1.0040769984407365,0.2491467576791808,0.9086281247117424,5.385101426681164,3,0,Disagree,4.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Disagree,2.0,Man,24.0,"COU, BUP, Higher Baccalaurate","TV, PRENSA DIGITAL, RADIO","LUCHA CONTRA VIOLENCIA DE GENERO, IGUALDAD SALARIAL", , ,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,DUR低 开放题自证充分（≥2字段）→ 保留
21851,CAWI,Autoadministrado CAWI,常规,1,0,0,0,1,0,9.9,0.0073647772010935,0.2491467576791808,0.9086281247117424,5.448716931255877,7,1,Strongly agree,1.0,Strongly agree,5.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Man,57.0,"COU, BUP, Higher Baccalaurate",LA GENTE,NINGUNA, , ,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
21873,CATI,Luna,常规,1,0,0,0,1,0,15.2,0.9264054933961308,0.2325581395348837,0.8481301068510371,4.010285548382967,6,1,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Woman,39.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",1,PATERNIDAD POR LA IGUALDAD,"1, 2", ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
21966,CATI,David,常规,1,1,0,0,0,0,8.4,-0.7105099269732518,0.3942857142857143,1.4379440154440155,3.290817454810447,4,0,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,47.0,"COU, BUP, Higher Baccalaurate","2, 8",0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
22030,CAWI,Autoadministrado CAWI,常规,1,1,0,0,0,0,6.3,-0.7703946777509816,0.2491467576791808,0.9086281247117424,10.545105611774606,5,0,Strongly agree,1.0,Strongly disagree,1.0,Strongly disagree,1.0,Strongly disagree,1.0,Strongly disagree,1.0,Woman,42.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","TV, RADIO, INTERNET",HOY DIA YA HAY IGUALDAD SALARIAL, , ,1,1,0,0,2,0.0,1.0,0.0,1.0,保留,DUR低 开放题自证充分（≥2字段）→ 保留
22285,CAWI,Autoadministrado CAWI,常规,1,0,0,0,1,0,7.4,-0.4934715937766787,0.2491467576791808,0.9086281247117424,3.7427191972620255,7,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,58.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","TELEVISION, RADIO, INTERNET",IGUALDAD, , ,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
22355,CATI,Alejandro,常规,1,1,0,0,0,0,8.1,-0.8108882764442957,0.3630952380952381,1.3241936132561132,1.3137918149468455,5,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,27.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",2,IGUALDAD SALARIAL, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR低 单字段具体议题自证+作答模式合理 → 保留
22563,CATI,Alejandro,常规,1,0,0,0,1,0,8.6,-0.6455633914987452,0.3630952380952381,1.3241936132561132,3.7427191972620255,6,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Woman,32.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",2,IGUALDAD,1, ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
22816,CATI,María,常规,1,1,0,0,0,0,8.3,-0.7435654167534216,0.2685714285714285,0.979469111969112,5.316145997076486,2,1,Agree,2.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Strongly disagree,1.0,Woman,60.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",6,LA IGUALDAD, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DUR低 唯一开放字段为泛词/编码（LA IGUALDAD）无实质自证 → 门槛剔除
22929,CATI,Juana,常规,1,0,0,0,0,1,11.0,0.0337885938669634,0.1666666666666666,0.6078265765765766,4.34839302133657,2,5,Strongly agree,1.0,Agree,4.0,Neither agree nor disagree,3.0,Agree,4.0,Agree,4.0,Man,43.0,"COU, BUP, Higher Baccalaurate","1, 2",TODAS EN GENERAL, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DKNA 唯一开放字段为泛词/编码（TODAS EN GENERAL）无实质自证 → 门槛剔除
22930,CATI,Tomas,常规,1,0,0,1,0,0,13.5,0.5990417355252803,0.3103448275862069,1.1318150046598323,17.260352855730375,3,0,Disagree,4.0,Disagree,2.0,Strongly disagree,1.0,Agree,4.0,Strongly disagree,1.0,Man,22.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","2, 5, 6",AYUDA ALA MATERNIDAD, ,8,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,MD 单字段具体议题自证+作答模式合理 → 保留
23416,CATI,Alejandro,常规,1,1,0,0,0,0,7.8,-0.915055371063197,0.3630952380952381,1.3241936132561132,2.062839425519912,3,0,Agree,2.0,Agree,4.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Woman,47.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
23950,CATI,Alejandro,常规,1,0,0,0,1,0,8.5,-0.6778456356072886,0.3630952380952381,1.3241936132561132,6.642469861213787,6,1,Disagree,4.0,Strongly agree,5.0,Strongly agree,5.0,Disagree,2.0,Disagree,2.0,Woman,46.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",3,IGUALDAD SALARIAL,"1, 2", ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
24229,CATI,David,常规,1,1,0,0,0,0,6.8,-1.2937442423684553,0.3942857142857143,1.4379440154440155,1.3137918149468455,5,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,48.0,"COU, BUP, Higher Baccalaurate",1,0,1, ,0,0,0,0,0,2.0,2.0,1.0,5.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
24356,CATI,Alejandro,常规,1,0,0,0,0,1,9.7,-0.3133475431547509,0.3630952380952381,1.3241936132561132,,3,7,Disagree,4.0,Strongly agree,5.0,Agree,4.0,DK,,DK,,Woman,38.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","SINDICATOS, , , 2, 9",IGUALDAD,9,10,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,DKNA 开放题自证充分（≥2字段）→ 保留
25002,CATI,David,常规,1,1,0,0,0,0,7.1,-1.1745847132400753,0.3942857142857143,1.4379440154440155,3.483960780580248,2,0,Disagree,4.0,Strongly agree,5.0,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Woman,18.0,"COU, BUP, Higher Baccalaurate", ,TECHO DE CRISTAL,9,"4, 10",0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR低 单字段具体议题自证+作答模式合理 → 保留
25061,CAWI,Autoadministrado CAWI,常规,1,0,0,1,0,0,12.9,0.4628380348177723,0.2491467576791808,0.9086281247117424,12.274756512873536,3,0,Agree,2.0,Strongly disagree,1.0,Agree,4.0,Agree,4.0,Disagree,2.0,Woman,30.0,"FP1, Intermediate Vocational Training",AMIGAS,99,99, ,1,0,0,0,1,2.0,0.0,0.0,2.0,剔除,MD 唯一开放字段为泛词/编码（99）无实质自证 → 门槛剔除
